Date,Bullish,Neutral,Bearish,Total,Bullish 8-Week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average + St. Dev,Bullish Average - St. Dev,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
2018-04-26,0.369085,0.375394,0.255521,1.0,0.326363375,0.113564,0.383064534289,0.485318643402,0.280810425176,2717.49,2612.67,2639.4
2018-04-19,0.377834,0.329975,0.292191,1.0,0.32683175,0.085643,0.383064534289,0.485318643402,0.280810425176,2717.49,2639.25,2708.64
2018-04-12,0.26087,0.311594,0.427536,1.0,0.3354165,-0.166666,0.383064534289,0.485318643402,0.280810425176,2672.08,2573.61,2642.19
2018-04-05,0.318966,0.314655,0.366379,1.0,0.363457,-0.047413,0.383064534289,0.485318643402,0.280810425176,2674.78,2553.8,2644.69
2018-03-29,0.319361,0.327345,0.353293,0.999999,0.369870875,-0.033932,0.383064534289,0.485318643402,0.280810425176,2739.14,2585.89,2605.0
2018-03-22,0.332344,0.382789,0.284866,0.999999,0.38591475,0.047478,0.383064534289,0.485318643402,0.280810425176,2777.11,2694.59,2711.93
2018-03-15,0.368421,0.418283,0.213296,1.0,0.401189875,0.155125,0.383064534289,0.485318643402,0.280810425176,2801.9,2701.74,2749.48
2018-03-08,0.264026,0.452145,0.283828,0.999999,0.422778875,-0.019802,0.383064534289,0.485318643402,0.280810425176,2761.52,2647.32,2726.8
2018-03-01,0.372832,0.393064,0.234104,1.0,0.450616375,0.138728,0.383064534289,0.485318643402,0.280810425176,2789.15,2697.77,2713.83
2018-02-22,0.446512,0.325581,0.227907,1.0,0.47870375,0.218605,0.383064534289,0.485318643402,0.280810425176,2754.42,2637.08,2701.33
2018-02-15,0.485194,0.300683,0.214123,1.0,0.488696625,0.271071,0.383064534289,0.485318643402,0.280810425176,2727.67,2532.69,2698.63
2018-02-08,0.370277,0.279597,0.350126,1.0,0.49116925,0.020151,0.383064534289,0.485318643402,0.280810425176,2839.26,2593.07,2681.66
2018-02-01,0.447712,0.264706,0.287582,1.0,0.501134625,0.16013,0.383064534289,0.485318643402,0.280810425176,2872.87,2813.04,2823.81
2018-01-25,0.454545,0.305195,0.24026,1.0,0.491267,0.214285,0.383064534289,0.485318643402,0.280810425176,2852.97,2778.38,2837.54
2018-01-18,0.541133,0.244973,0.213894,1.0,0.47938125,0.327239,0.383064534289,0.485318643402,0.280810425176,2807.54,2736.06,2802.56
2018-01-11,0.486726,0.262537,0.250737,1.0,0.456105875,0.235989,0.383064534289,0.485318643402,0.280810425176,2759.14,2697.77,2748.23
2018-01-04,0.597531,0.246914,0.155556,1.000001,0.431949875,0.441975,0.383064534289,0.485318643402,0.280810425176,2714.37,2673.61,2713.06
2017-12-28,0.526455,0.267196,0.206349,1.0,0.413639625,0.320106,0.383064534289,0.485318643402,0.280810425176,2694.44,2676.11,2682.62
2017-12-21,0.504975,0.238806,0.256219,1.0,0.404151375,0.248756,0.383064534289,0.485318643402,0.280810425176,2694.97,2652.01,2679.25
2017-12-14,0.45,0.26875,0.28125,1.0,0.390579,0.16875,0.383064534289,0.485318643402,0.280810425176,2671.88,2624.75,2662.85
2017-12-07,0.368771,0.289037,0.342193,1.000001,0.38174275,0.026578,0.383064534289,0.485318643402,0.280810425176,2665.19,2620.32,2629.27
2017-11-30,0.359459,0.324324,0.316216,0.999999,0.385354,0.043243,0.383064534289,0.485318643402,0.280810425176,2634.89,2589.17,2626.07
2017-11-23,0.35493,0.35493,0.290141,1.000001,0.384921625,0.064789,0.383064534289,0.485318643402,0.280810425176,2601.19,2557.45,2602.42
2017-11-16,0.293478,0.354348,0.352174,1.0,0.382222,-0.058696,0.383064534289,0.485318643402,0.280810425176,2595.47,2557.45,2564.62
2017-11-09,0.451049,0.318182,0.230769,1.0,0.395707375,0.22028,0.383064534289,0.485318643402,0.280810425176,2597.02,2566.17,2594.38
2017-11-02,0.450549,0.263736,0.285714,0.999999,0.390936125,0.164835,0.383064534289,0.485318643402,0.280810425176,2588.4,2544.0,2579.36
2017-10-26,0.396396,0.273273,0.33033,0.999999,0.3712145,0.066066,0.383064534289,0.485318643402,0.280810425176,2578.29,2544.0,2557.15
2017-10-19,0.37931,0.341379,0.27931,0.999999,0.352915,0.1,0.383064534289,0.485318643402,0.280810425176,2564.11,2547.95,2561.26
2017-10-12,0.397661,0.333333,0.269006,1.0,0.34062525,0.128655,0.383064534289,0.485318643402,0.280810425176,2555.24,2531.8,2555.24
2017-10-05,0.356,0.316,0.328,1.0,0.3336355,0.028,0.383064534289,0.485318643402,0.280810425176,2540.53,2495.91,2537.74
2017-09-28,0.333333,0.37931,0.287356,0.999999,0.331218875,0.045977,0.383064534289,0.485318643402,0.280810425176,2511.75,2488.03,2507.04
2017-09-21,0.401361,0.326531,0.272109,1.000001,0.334691125,0.129252,0.383064534289,0.485318643402,0.280810425176,2508.85,2491.35,2508.24
2017-09-14,0.412879,0.367424,0.219697,1.0,0.327595375,0.193182,0.383064534289,0.485318643402,0.280810425176,2498.37,2459.2,2498.37
2017-09-07,0.292776,0.34981,0.357414,1.0,0.320340375,-0.064638,0.383064534289,0.485318643402,0.280810425176,2480.38,2428.2,2465.54
2017-08-31,0.25,0.351064,0.398936,1.0,0.31904425,-0.148936,0.383064534289,0.485318643402,0.280810425176,2460.31,2428.2,2457.59
2017-08-24,0.280992,0.336088,0.38292,1.0,0.324766125,-0.101928,0.383064534289,0.485318643402,0.280810425176,2474.93,2417.35,2444.04
2017-08-17,0.341743,0.330275,0.327982,1.0,0.326785,0.013761,0.383064534289,0.485318643402,0.280810425176,2474.93,2437.75,2468.11
2017-08-10,0.336667,0.34,0.323333,1.0,0.3248835,0.013334,0.383064534289,0.485318643402,0.280810425176,2490.87,2462.08,2474.02
2017-08-03,0.361111,0.317901,0.320988,1.0,0.32313875,0.040123,0.383064534289,0.485318643402,0.280810425176,2484.04,2470.3,2477.57
2017-07-27,0.344595,0.412162,0.243243,1.0,0.32229125,0.101352,0.383064534289,0.485318643402,0.280810425176,2481.69,2463.85,2477.83
2017-07-20,0.354839,0.387097,0.258065,1.000001,0.31287075,0.096774,0.383064534289,0.485318643402,0.280810425176,2473.83,2435.75,2473.83
2017-07-13,0.282407,0.421296,0.296296,0.999999,0.30958725,-0.013889,0.383064534289,0.485318643402,0.280810425176,2445.76,2407.7,2443.25
2017-07-06,0.295775,0.405634,0.298592,1.000001,0.304102875,-0.002817,0.383064534289,0.485318643402,0.280810425176,2442.97,2405.7,2432.54
2017-06-29,0.297143,0.434286,0.268571,1.0,0.30804825,0.028572,0.383064534289,0.485318643402,0.280810425176,2450.42,2419.38,2440.69
2017-06-22,0.326531,0.384354,0.289116,1.000001,0.31849425,0.037415,0.383064534289,0.485318643402,0.280810425176,2453.82,2418.53,2435.61
2017-06-15,0.322709,0.38247,0.294821,1.0,0.325238875,0.027888,0.383064534289,0.485318643402,0.280810425176,2446.2,2415.7,2437.92
2017-06-08,0.354331,0.350394,0.295276,1.000001,0.317033,0.059055,0.383064534289,0.485318643402,0.280810425176,2440.23,2403.59,2433.14
2017-06-01,0.269231,0.415385,0.315385,1.000001,0.308956625,-0.046154,0.383064534289,0.485318643402,0.280810425176,2418.71,2393.88,2411.8
2017-05-25,0.328571,0.371429,0.3,1.0,0.310680125,0.028571,0.383064534289,0.485318643402,0.280810425176,2405.58,2352.72,2404.39
2017-05-18,0.238532,0.41896,0.342508,1.0,0.307381375,-0.103976,0.383064534289,0.485318643402,0.280810425176,2405.77,2356.21,2357.03
2017-05-11,0.327338,0.370504,0.302158,1.0,0.321663,0.02518,0.383064534289,0.485318643402,0.280810425176,2403.87,2379.75,2399.63
2017-05-04,0.380711,0.319797,0.299492,1.0,0.31970675,0.081219,0.383064534289,0.485318643402,0.280810425176,2398.16,2379.75,2388.13
